EncImg3	Cue1	Cue2	Alternative1	Alternative2	ExtLure1	ExtLure2	TrialType
303_02.jpg	303_kreis01.png	303_kreis02.png	JPEG\303_01_1.jpg	JPEG\303_02_1.jpg	JPEG\303_03_1.jpg	JPEG\303_03_1.jpg	0
87_01.jpg	87_kreis01.png	87_kreis02.png	JPEG\87_01.jpg	JPEG\87_02.jpg	JPEG\522_01.jpg	JPEG\522_02.jpg	1
154_01.jpg	154_kreis01.png	154_kreis02.png	JPEG\154_01.jpg	JPEG\154_02.jpg	JPEG\522_02.jpg	JPEG\522_01.jpg	1
341_01.jpg	341_kreis01.png	341_kreis02.png	JPEG\341_01.jpg	JPEG\341_02.jpg	JPEG\534_02.jpg	JPEG\258_02.jpg	1
120_01.jpg	120_kreis01.png	120_kreis02.png	JPEG\120_01.jpg	JPEG\120_02.jpg	JPEG\258_02.jpg	JPEG\534_02.jpg	1
119_01.jpg	119_kreis01.png	119_kreis02.png	JPEG\119_01.jpg	JPEG\119_02.jpg	JPEG\51_01.jpg	JPEG\62_02.jpg	1
122_01.jpg	122_kreis01.png	122_kreis02.png	JPEG\122_01.jpg	JPEG\122_02.jpg	JPEG\62_02.jpg	JPEG\51_01.jpg	1
302_01.jpg	302_kreis01.png	302_kreis02.png	JPEG\302_01.jpg	JPEG\302_02.jpg	JPEG\532_01.jpg	JPEG\502_01.jpg	1
159_01.jpg	159_kreis01.png	159_kreis02.png	JPEG\159_01.jpg	JPEG\159_02.jpg	JPEG\502_01.jpg	JPEG\532_01.jpg	1
505_01.jpg	505_kreis01.png	505_kreis02.png	JPEG\505_01.jpg	JPEG\505_02.jpg	JPEG\267_02.jpg	JPEG\127_01.jpg	1
214_01.jpg	214_kreis01.png	214_kreis02.png	JPEG\214_01.jpg	JPEG\214_02.jpg	JPEG\127_01.jpg	JPEG\267_02.jpg	1
290_01.jpg	290_kreis01.png	290_kreis02.png	JPEG\290_01.jpg	JPEG\290_02.jpg	JPEG\645_01.jpg	JPEG\313_01.jpg	1
254_01.jpg	254_kreis01.png	254_kreis02.png	JPEG\254_01.jpg	JPEG\254_02.jpg	JPEG\313_01.jpg	JPEG\645_01.jpg	1
392_01.jpg	392_kreis01.png	392_kreis02.png	JPEG\392_01.jpg	JPEG\392_02.jpg	JPEG\394_01.jpg	JPEG\170_01.jpg	1
469_01.jpg	469_kreis01.png	469_kreis02.png	JPEG\469_01.jpg	JPEG\469_02.jpg	JPEG\170_01.jpg	JPEG\394_01.jpg	1
622_01.jpg	622_kreis01.png	622_kreis02.png	JPEG\622_01.jpg	JPEG\622_02.jpg	JPEG\297_02.jpg	JPEG\297_01.jpg	1
456_01.jpg	456_kreis01.png	456_kreis02.png	JPEG\456_01.jpg	JPEG\456_02.jpg	JPEG\297_01.jpg	JPEG\297_02.jpg	1
470_01.jpg	470_kreis01.png	470_kreis02.png	JPEG\470_01.jpg	JPEG\470_02.jpg	JPEG\612_01.jpg	JPEG\612_02.jpg	1
480_01.jpg	480_kreis01.png	480_kreis02.png	JPEG\480_01.jpg	JPEG\480_02.jpg	JPEG\612_02.jpg	JPEG\612_01.jpg	1
561_01.jpg	561_kreis01.png	561_kreis02.png	JPEG\561_01.jpg	JPEG\561_02.jpg	JPEG\145_02.jpg	JPEG\207_02.jpg	1
494_01.jpg	494_kreis01.png	494_kreis02.png	JPEG\494_01.jpg	JPEG\494_02.jpg	JPEG\207_02.jpg	JPEG\145_02.jpg	1
601_01.jpg	601_kreis01.png	601_kreis02.png	JPEG\601_01.jpg	JPEG\601_02.jpg	JPEG\515_02.jpg	JPEG\106_02.jpg	1
626_01.jpg	626_kreis01.png	626_kreis02.png	JPEG\626_01.jpg	JPEG\626_02.jpg	JPEG\106_02.jpg	JPEG\515_02.jpg	1
111_01.jpg	111_kreis01.png	111_kreis02.png	JPEG\111_01.jpg	JPEG\111_02.jpg	JPEG\296_01.jpg	JPEG\61_01.jpg	1
225_01.jpg	225_kreis01.png	225_kreis02.png	JPEG\225_01.jpg	JPEG\225_02.jpg	JPEG\61_01.jpg	JPEG\296_01.jpg	1
144_01.jpg	144_kreis01.png	144_kreis02.png	JPEG\144_01.jpg	JPEG\144_02.jpg	JPEG\543_02.jpg	JPEG\347_01.jpg	1
210_01.jpg	210_kreis01.png	210_kreis02.png	JPEG\210_01.jpg	JPEG\210_02.jpg	JPEG\347_01.jpg	JPEG\543_02.jpg	1
158_01.jpg	158_kreis01.png	158_kreis02.png	JPEG\158_01.jpg	JPEG\158_02.jpg	JPEG\90_01.jpg	JPEG\406_02.jpg	1
312_01.jpg	312_kreis01.png	312_kreis02.png	JPEG\312_01.jpg	JPEG\312_02.jpg	JPEG\406_02.jpg	JPEG\90_01.jpg	1
184_01.jpg	184_kreis01.png	184_kreis02.png	JPEG\184_01.jpg	JPEG\184_02.jpg	JPEG\635_01.jpg	JPEG\635_02.jpg	1
189_01.jpg	189_kreis01.png	189_kreis02.png	JPEG\189_01.jpg	JPEG\189_02.jpg	JPEG\635_02.jpg	JPEG\635_01.jpg	1
185_01.jpg	185_kreis01.png	185_kreis02.png	JPEG\185_01.jpg	JPEG\185_02.jpg	JPEG\375_01.jpg	JPEG\285_02.jpg	1
241_01.jpg	241_kreis01.png	241_kreis02.png	JPEG\241_01.jpg	JPEG\241_02.jpg	JPEG\285_02.jpg	JPEG\375_01.jpg	1
424_01.jpg	424_kreis01.png	424_kreis02.png	JPEG\424_01.jpg	JPEG\424_02.jpg	JPEG\640_02.jpg	JPEG\640_01.jpg	1
351_01.jpg	351_kreis01.png	351_kreis02.png	JPEG\351_01.jpg	JPEG\351_02.jpg	JPEG\640_01.jpg	JPEG\640_02.jpg	1
69_01.jpg	69_kreis01.png	69_kreis02.png	JPEG\69_01.jpg	JPEG\69_02.jpg	JPEG\277_02.jpg	JPEG\162_01.jpg	1
367_01.jpg	367_kreis01.png	367_kreis02.png	JPEG\367_01.jpg	JPEG\367_02.jpg	JPEG\162_01.jpg	JPEG\277_02.jpg	1
382_01.jpg	382_kreis01.png	382_kreis02.png	JPEG\382_01.jpg	JPEG\382_02.jpg	JPEG\453_01.jpg	JPEG\375_02.jpg	1
403_01.jpg	403_kreis01.png	403_kreis02.png	JPEG\403_01.jpg	JPEG\403_02.jpg	JPEG\375_02.jpg	JPEG\453_01.jpg	1
389_01.jpg	389_kreis01.png	389_kreis02.png	JPEG\389_01.jpg	JPEG\389_02.jpg	JPEG\88_02.jpg	JPEG\153_02.jpg	1
484_01.jpg	484_kreis01.png	484_kreis02.png	JPEG\484_01.jpg	JPEG\484_02.jpg	JPEG\153_02.jpg	JPEG\88_02.jpg	1
524_01.jpg	524_kreis01.png	524_kreis02.png	JPEG\524_01.jpg	JPEG\524_02.jpg	JPEG\642_02.jpg	JPEG\619_01.jpg	1
418_01.jpg	418_kreis01.png	418_kreis02.png	JPEG\418_01.jpg	JPEG\418_02.jpg	JPEG\619_01.jpg	JPEG\642_02.jpg	1
592_01.jpg	592_kreis01.png	592_kreis02.png	JPEG\592_01.jpg	JPEG\592_02.jpg	JPEG\52_01.jpg	JPEG\273_01.jpg	1
446_01.jpg	446_kreis01.png	446_kreis02.png	JPEG\446_01.jpg	JPEG\446_02.jpg	JPEG\273_01.jpg	JPEG\52_01.jpg	1
631_01.jpg	631_kreis01.png	631_kreis02.png	JPEG\631_01.jpg	JPEG\631_02.jpg	JPEG\605_02.jpg	JPEG\645_02.jpg	1
552_01.jpg	552_kreis01.png	552_kreis02.png	JPEG\552_01.jpg	JPEG\552_02.jpg	JPEG\645_02.jpg	JPEG\605_02.jpg	1
499_01.jpg	499_kreis01.png	499_kreis02.png	JPEG\499_01.jpg	JPEG\499_02.jpg	JPEG\114_02.jpg	JPEG\97_02.jpg	1
537_01.jpg	537_kreis01.png	537_kreis02.png	JPEG\537_01.jpg	JPEG\537_02.jpg	JPEG\97_02.jpg	JPEG\114_02.jpg	1
580_01.jpg	580_kreis01.png	580_kreis02.png	JPEG\580_01.jpg	JPEG\580_02.jpg	JPEG\221_02.jpg	JPEG\541_01.jpg	1
591_01.jpg	591_kreis01.png	591_kreis02.png	JPEG\591_01.jpg	JPEG\591_02.jpg	JPEG\541_01.jpg	JPEG\221_02.jpg	1
137_02.jpg	137_kreis01.png	137_kreis02.png	JPEG\137_01_1.jpg	JPEG\137_02_1.jpg	JPEG\137_03_1.jpg	JPEG\137_03_1.jpg	0
143_02.jpg	143_kreis01.png	143_kreis02.png	JPEG\143_01_1.jpg	JPEG\143_02_1.jpg	JPEG\143_03_1.jpg	JPEG\143_03_1.jpg	0
224_02.jpg	224_kreis01.png	224_kreis02.png	JPEG\224_01_1.jpg	JPEG\224_02_1.jpg	JPEG\224_03_1.jpg	JPEG\224_03_1.jpg	0
237_02.jpg	237_kreis01.png	237_kreis02.png	JPEG\237_01_1.jpg	JPEG\237_02_1.jpg	JPEG\237_03_1.jpg	JPEG\237_03_1.jpg	0
421_02.jpg	421_kreis01.png	421_kreis02.png	JPEG\421_01_1.jpg	JPEG\421_02_1.jpg	JPEG\421_03_1.jpg	JPEG\421_03_1.jpg	0
508_02.jpg	508_kreis01.png	508_kreis02.png	JPEG\508_01_1.jpg	JPEG\508_02_1.jpg	JPEG\508_03_1.jpg	JPEG\508_03_1.jpg	0
607_02.jpg	607_kreis01.png	607_kreis02.png	JPEG\607_01_1.jpg	JPEG\607_02_1.jpg	JPEG\607_03_1.jpg	JPEG\607_03_1.jpg	0
142_02.jpg	142_kreis01.png	142_kreis02.png	JPEG\142_01_1.jpg	JPEG\142_02_1.jpg	JPEG\142_03_1.jpg	JPEG\142_03_1.jpg	0
55_02.jpg	55_kreis01.png	55_kreis02.png	JPEG\55_01_1.jpg	JPEG\55_02_1.jpg	JPEG\55_03_1.jpg	JPEG\55_03_1.jpg	0
110_02.jpg	110_kreis01.png	110_kreis02.png	JPEG\110_01_1.jpg	JPEG\110_02_1.jpg	JPEG\110_03_1.jpg	JPEG\110_03_1.jpg	0
483_02.jpg	483_kreis01.png	483_kreis02.png	JPEG\483_01_1.jpg	JPEG\483_02_1.jpg	JPEG\483_03_1.jpg	JPEG\483_03_1.jpg	0
609_02.jpg	609_kreis01.png	609_kreis02.png	JPEG\609_01_1.jpg	JPEG\609_02_1.jpg	JPEG\609_03_1.jpg	JPEG\609_03_1.jpg	0
644_02.jpg	644_kreis01.png	644_kreis02.png	JPEG\644_01_1.jpg	JPEG\644_02_1.jpg	JPEG\644_03_1.jpg	JPEG\644_03_1.jpg	0
364_02.jpg	364_kreis01.png	364_kreis02.png	JPEG\364_01_1.jpg	JPEG\364_02_1.jpg	JPEG\364_03_1.jpg	JPEG\364_03_1.jpg	0
379_02.jpg	379_kreis01.png	379_kreis02.png	JPEG\379_01_1.jpg	JPEG\379_02_1.jpg	JPEG\379_03_1.jpg	JPEG\379_03_1.jpg	0
409_02.jpg	409_kreis01.png	409_kreis02.png	JPEG\409_01_1.jpg	JPEG\409_02_1.jpg	JPEG\409_03_1.jpg	JPEG\409_03_1.jpg	0
285_02.jpg	285_kreis01.png	285_kreis02.png	JPEG\285_01_1.jpg	JPEG\285_02_1.jpg	JPEG\285_03_1.jpg	JPEG\285_03_1.jpg	0
342_02.jpg	342_kreis01.png	342_kreis02.png	JPEG\342_01_1.jpg	JPEG\342_02_1.jpg	JPEG\342_03_1.jpg	JPEG\342_03_1.jpg	0
188_02.jpg	188_kreis01.png	188_kreis02.png	JPEG\188_01_1.jpg	JPEG\188_02_1.jpg	JPEG\188_03_1.jpg	JPEG\188_03_1.jpg	0
526_02.jpg	526_kreis01.png	526_kreis02.png	JPEG\526_01_1.jpg	JPEG\526_02_1.jpg	JPEG\526_03_1.jpg	JPEG\526_03_1.jpg	0
